title,image,describe,category,ID
MARIEDAMM / KARLPETTER,C:\Users\admin\Downloads\app_30688142\mariedamm-karlpetter-table-and-4-chairs-black-marble-effect-gunnared-medium-grey-black__1329934_pe945320_s5.jpg,none,chair,00486
EKEDALEN,C:\Users\admin\Downloads\app_30688142\ekedalen-bar-stool-with-backrest-dark-brown-ramna-light-grey__0657901_pe710031_s5.jpg,"You can choose from several different seat covers and switch between them when you like.The cover is easy to remove, machine-wash and put back on again.The upholstered seat and comfortable angle of the backrest make the bar stool perfect for long dinners.Solid wood chair frame makes the construction durable and very sturdy.Footrest for extra sitting comfort.Available as bar stool or as a lower counter-height stool suitable for kitchen counters or kitchen islands.DesignerEhlén Johansson",chair,00487
GRÖNFJÄLL,C:\Users\admin\Downloads\app_30688142\groenfjaell-office-chair-with-arm-headrest-letafors-grey-black__1273326_pe930005_s5.jpg,"Suitable for business use.Synchronised tilt mechanism allows the chair to move with you. The backrest moves more than the seat when you lean back, so torso/hips open up. This improves circulation and keeps energy levels up.Adjustable seat depth enables proper back support and even weight distribution across the seat cushion. This prevents circulation from being cut off at the knees and reduces knee pressure.Adjustable lumbar support helps maintain the correct posture while sitting which reduces strain on muscles on your lower back.Tilt lock allows you to adjust the tilt and lock it at 3 different positions, from low to upright.A safety function locks the castors when no one is sitting in the chair and keeps it securely in place when you stand up.10 year guarantee. Read about the terms in the guarantee brochure.Graceful design, built to provide exceptional ergonomic support and comfort. Complete with functions to encourage active working and movement throughout the workday to benefit your body and well-being.3D adjustable armrests give you complete support. You can adjust the height and width, and you can pivot the armrests to create a relaxed position for your wrists when using for instance, a mobile phone.The curved headrest creates an embracing feeling and minimises visual distractions.LETAFORS fabric cover with cooling effect maintains a comfortable seat temperature during long working hours. The fabric is stain-resistant and easy to clean.The tactility and colours are chosen with the biophilic ambition to bring harmony and a touch of nature to the workplace.Seat and armrest covers are removable and washable.The leather neck cushion has foldable side bolsters similar to those on airplane seats. Ideal for relaxing your head or taking a power nap.",chair,00488
NACKANÄS / EBBALYCKE,C:\Users\admin\Downloads\app_30688142\nackanaes-ebbalycke-table-and-2-chairs-acacia-idekulla-beige__1277258_pe931033_s5.jpg,"This table seats 2-4 and it’s small, neat dimensions make it easy to place, even when space is limited.Each table has a unique expression since it is made of solid acacia, a natural material with lively colour shifts and grain patterns that ages gracefully over time.The chair stands firmly in place thanks to the metal underframe.Removable and washable seat cover makes this chair a good option for families with children.2 pockets on the back of the chair offer handy storage for things like tablets, mobile devices, remote controls and napkins.",chair,00489
LÄCKÖ,C:\Users\admin\Downloads\app_30688142\laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1035869_pe838201_s5.jpg,none,chair,00490
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-armchair-and-footstool-birch-veneer-glose-dark-brown__1241690_pe919945_s5.jpg,"To sit even more comfortably and relaxed, you can use the armchair together with POÄNG footstool.A range of various seat cushions makes it easy to change the look of your POÄNG and your living room.Soft, hardwearing and easy care leather which is practical for families with children.The high back gives good support for your neck.The frame is made of layer-glued bent birch which is a very strong and durable material.10 year guarantee. Read about the terms in the guarantee brochure.The fabric back side allows air to pass through and acts as a pressure equalizer, enabling the cushion to shape itself to your body when you sit down.",chair,00491
TROTTEN/LIDKULLEN,C:\Users\admin\Downloads\app_30688142\trotten-lidkullen-table-and-sit-stand-support-white-dark-grey__1153991_pe885917_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.The footrest provides well-needed support for your legs during long meetings or phone calls.The castors make the tables easy to move around – and since the castors are lockable, the tables stand steady wherever you choose to put them.You can hang essentials like your bag or headphones within easy reach on the two hooks on the side of the table.Use one table or position several together to create a work area for a creative meeting. When the meeting is over, you can easily move the tables apart again.Create temporary workspaces by placing several TROTTEN meeting tables together and complete with LIDKULLEN sit/stand support.Use together with the double-sided ELLOVEN whiteboard to create an area for a quick meeting or a brainstorming session with your colleagues.",chair,00492
SOLLERÖN,C:\Users\admin\Downloads\app_30688142\solleroen-armchair-outdoor-dark-grey-froesoen-duvholmen-dark-grey__0666186_pe713444_s5.jpg,"By combining different seating sections, you can create a sofa in a shape and size that perfectly suits your outdoor space.You can just shake off water from a light rain, as the cushion cover is water repellent.The cushion colour stays fresh for longer, as the fabric is highly resistant to fade thanks to the good lightfastness.The cushion cover is easy to keep clean since it can be removed and machine washed.You can have a personal touch to your sofa by adding one or more decorative cushions to your style and taste.Practical storage space under the seat.DesignerEva Lilja Löwenhielm/IKEA of Sweden/Jonas Hultqvist",chair,00493
UPPSPEL / GRUPPSPEL,C:\Users\admin\Downloads\app_30688142\uppspel-gruppspel-gaming-desk-and-chair-black-grey__1052319_pe846058_s5.jpg,"High-quality density foam will keep the chair comfortable for many years to come.You can position the table top in two different ways. If you have the contour shape facing forwards, you enjoy relief for forearms and wrists – and having it at the back creates a gap where you can lead all the cables down.It should be comfortable to play, especially when a match drags on. That’s why the table top is deep – so you can position screens at a comfortable distance from your eyes.Do you usually sit or stand when playing, or something in between? You can pre-set this desk at 4 height positions and easily change the height with the touch of a button.The height of the electric underframe can be adjusted from 72 to 120 cm, so you can always sit or stand at a comfortable height.It’s easy to keep the desk neat and tidy by using the cable management tray under the table top.Durable, hardwearing and matte surface that is easy on your eyes since the light reflection is low.The castors are rubber coated to run smoothly on any type of floor.You can charge 1 device in the controller’s built-in USB port.The chair gives your back a comfortable support that helps you sit ergonomically correct since the backrest can be adjusted in 5 different heights and has a built-in lumbar support.You can adjust the resistance of the tilt function to suit your movements and weight – and also lock it in the most comfortable position.You can adjust the height of the headrest and move it both forwards and backwards to enjoy support precisely where your head needs it during matches and breaks.When you need a moment to relax, you can lean your head against either side of the headrest.The cover is fixed, very resistant to abrasion and easy to clean using the soft brush attachment on your vacuum.",chair,00494
EKEDALEN,C:\Users\admin\Downloads\app_30688142\ekedalen-bar-stool-with-backrest-dark-brown-ramna-light-grey__0657893_pe710024_s5.jpg,"You can choose from several different seat covers and switch between them when you like.The cover is easy to remove, machine-wash and put back on again.The upholstered seat and comfortable angle of the backrest make the bar stool perfect for long dinners.Solid wood chair frame makes the construction durable and very sturdy.Footrest for extra sitting comfort.The stool height is perfect for kitchen islands and works great as additional seating in your kitchen.DesignerEhlén Johansson",chair,00495
TÄRNÖ,C:\Users\admin\Downloads\app_30688142\taernoe-table-4-chairs-outdoor-black-light-brown-stained-froesoen-duvholmen-beige__0947433_pe798560_s5.jpg,"The cushion has a longer life, since it can be turned over and used on both sides.You can just shake off water from a light rain, as the cushion cover is water repellent.For added durability and so you can enjoy the natural expression of the wood, the furniture has been pre-treated with a layer of semi-transparent wood stain.The chair and the table take little room to store as they fold flat.The cushion colour stays fresh for longer, as the fabric is highly resistant to fade thanks to the good lightfastness.When your mood changes, you can quickly change the look of your outdoor space with the separate FRÖSÖN covers.Easy to secure the cushion to the chair with the elastic strap. No need to tie knots ‒ just insert the plastic pin through the loop.",chair,00496
SUNDSÖ,C:\Users\admin\Downloads\app_30688142\sundsoe-chair-outdoor-green__1035319_pe838048_s5.jpg,"The materials in this outdoor furniture require minimal maintenance.Perfect for your balcony or other small spaces as it can be folded up and put away.The chair is durable and easy to care for, as it is made of powder-coated steel.The chair comes pre-assembled, so you can start using it immediately.DesignerJon Karlsson",chair,00497
STENSELE / ÖSTANÖ,C:\Users\admin\Downloads\app_30688142\stensele-oestanoe-table-and-2-chairs-anthracite-anthracite-remmarn-dark-grey__1331411_pe945979_s5.jpg,You can sit comfortably for a long time at the table since the angle of the backrest provides good lumbar support.Separate tabletops are available so you can change the look of your table at any time.The integrated feet prevent scratching on the floor and can be adjusted so the table stands steadily also on uneven surfaces.Sturdy yet lightweight and easy to move thanks to the hollow steel leg and four-legged aluminium base.You can hang essentials like your bag or jacket within convenient reach on the two hooks underneath the table top.,chair,00498
HAVSTEN,C:\Users\admin\Downloads\app_30688142\havsten-armchair-outdoor-beige__1138954_pe880159_s5.jpg,"In HAVSTEN you sit deep, low and soft with a comfortable resilience thanks to the elastic mesh in the bottom.DesignerAndreas Fredriksson",chair,00499
BLECKBERGET,C:\Users\admin\Downloads\app_30688142\bleckberget-swivel-chair-idekulla-beige__0814725_pe776011_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.Generous padding in the seat and backrest makes this chair a great choice if you want to sit comfortably at the desk.With its swivel function and adjustable seat, you can easily find a working position that suits you and feels comfy. The chair is also easy to store when not in use since it has no armrests.The practical and comfortable swivel function allows you to easily get up from the desk without moving the chair.Neat, compact and easy to place – even in small rooms. Complements LAGKAPTEN/MITTBACK desk in both size and style.DesignerFrancis Cayouette",chair,00500
BLECKBERGET,C:\Users\admin\Downloads\app_30688142\bleckberget-swivel-chair-idekulla-light-green__1076304_pe856761_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.Generous padding in the seat and backrest makes this chair a great choice if you want to sit comfortably at the desk.With its swivel function and adjustable seat, you can easily find a working position that suits you and feels comfy. The chair is also easy to store when not in use since it has no armrests.The practical and comfortable swivel function allows you to easily get up from the desk without moving the chair.Neat, compact and easy to place – even in small rooms. Complements LAGKAPTEN/MITTBACK desk in both size and style.DesignerFrancis Cayouette",chair,00501
SEGERÖN,C:\Users\admin\Downloads\app_30688142\segeroen-chair-with-armrests-outdoor-white-beige-froesoen-duvholmen-beige__1147135_pe883282_s5.jpg,"You can just shake off water from a light rain, as the cushion cover is water repellent.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.The cushion colour stays fresh for longer, as the fabric is highly resistant to fade thanks to the good lightfastness.When your mood changes, you can quickly change the look of your outdoor space with the separate FRÖSÖN covers.Easy to secure the chair cushion to the chair with the elastic strap. No need to tie knots ‒ just insert the plastic pin through the loop.This product is durable and easy to care for, since it’s made of a powder-coated steel frame and rope that is handwoven onto the product.",chair,00502
VEDBO,C:\Users\admin\Downloads\app_30688142\vedbo-chair-black-gunnared-dark-grey__0766047_pe753696_s5.jpg,"The high backrest and the curved shape of the chair, provide good lower back support and prevent your back from getting tired. You sit comfortably, longer and with a relaxed posture.Solid wood chair frame makes the construction durable and very sturdy.Upholstered chair seat distributes your body weight and reduces pressure on the sitting bone.Combine with VEDBO tables for a coordinated look.DesignerFrancis Cayouette",chair,00503
SKOGSBO,C:\Users\admin\Downloads\app_30688142\skogsbo-chair-dark-brown__1312769_pe940054_s5.jpg,"Solid wood is a hardwearing natural material.The bentwood parts are crafted by the hands of skilled artisans.Invisible fittings enhance the smooth silhouette of the chair.The backrest and legs are beautifully  joined to create an airy, coherent look with traditional appeal.DesignerFriso Wiersma",chair,00504
SEGERÖN,C:\Users\admin\Downloads\app_30688142\segeroen-seat-sec-for-modular-sofa-outdoor-white-beige-froesoen-duvholmen-beige__1202086_pe905778_s5.jpg,"By combining different seating sections, you can create a sofa in a shape and size that perfectly suits your outdoor space.You can make your sofa even more comfortable and add a personal touch by complementing with decorative cushions in different sizes and colours.You can just shake off water from a light rain, as the cushion cover is water repellent.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.The cushion colour stays fresh for longer, as the fabric is highly resistant to fade thanks to the good lightfastness.When your mood changes, you can quickly change the look of your outdoor space with the separate FRÖSÖN covers.",chair,00505
SEGERÖN,C:\Users\admin\Downloads\app_30688142\segeroen-chair-with-armrests-outdoor-dark-green__1138767_pe880069_s5.jpg,"You can create a complete look in a timeless design for your outdoor space by combining the chair with the tables available in different sizes.This product is durable and easy to care for, since it’s made of a powder-coated steel frame and rope that is handwoven onto the product.DesignerSarah Fager",chair,00506
SKOGSTA / BERGMUND,C:\Users\admin\Downloads\app_30688142\skogsta-bergmund-table-and-6-chairs-acacia-kvillsfors-dark-blue-blue-black__1329483_pe945163_s5.jpg,"The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.The cover is easy to keep clean as it is removable and can be washed.The backrest has a built-in lumbar support and the angle between the seat and the backrest is optimally adapted to make it comfortable for you to sit a little longer at the dining table.A stable construction in solid wood that makes each table unique, with varying grain patterns and natural colour shifts that are part of the charm of wood.The furniture is made of acacia, a naturally durable and sturdy hardwood because of the high density of its wood fibres.",chair,00507
EKEDALEN / KRYLBO,C:\Users\admin\Downloads\app_30688142\ekedalen-krylbo-table-and-4-chairs-oak-tonerud-dark-beige__1232016_pe916333_s5.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.The smart design means that the table top has no seams when you use the table without extending it.1 person can quickly and smoothly extend the table before the guests arrive.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Upholstered chair seat distributes your body weight and reduces pressure on the sitting bone.The chair stands firmly in place thanks to the metal underframe.With sofa-comfort feel, this chair can also serve as cosy extra seating in your bedroom, hallway, living room or wherever you would like a comfy spot to relax without taking up too much space.This cover is made of Tonerud, a soft polyester fabric with a felt look and a two-toned melange effect.",chair,00508
EKEDALEN / EKEDALEN,C:\Users\admin\Downloads\app_30688142\ekedalen-ekedalen-table-and-8-chairs-white-white-ramna-light-grey__1097694_pe865081_s5.jpg,"The extra leaf can be stored within easy reach under the table top.Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.The smart design means that the table top has no seams when you use the table without extending it.The table legs are always in the corners of the table top even when the table is extended, so there is plenty of room for chairs under the table.1 person can quickly and smoothly extend the table before the guests arrive.",chair,00509
MICKE,C:\Users\admin\Downloads\app_30798308\micke-desk-white__0736018_pe740345_s5.jpg,A clean and simple look that fits just about anywhere.  You can combine it with other desks or drawer units in the MICKE series to extend your work space. The clever design at the back hides messy cables.,desk,00510
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__1022432_pe832720_s5.jpg,Limited space doesn’t mean you have to say no to studying or working from home. This desk takes up little floor space yet still has two drawer units where you can store papers and other things.,desk,00511
MICKE,C:\Users\admin\Downloads\app_30798308\micke-desk-white__0736022_pe740349_s5.jpg,A clean and simple look that fits just about anywhere.  You can combine it with other desks or drawer units in the MICKE series to extend your work space. The clever design at the back hides messy cables.,desk,00512
MALM,C:\Users\admin\Downloads\app_30798308\malm-dressing-table-white__1400013_pe968487_s5.jpg,"It’s really a dressing table – with space for make-up and jewellery inside. But, works just as well as a desk, a place to unload keys or mail in the entrance or to pile magazines behind the couch.",desk,00513
LINNMON / ADILS,C:\Users\admin\Downloads\app_30798308\linnmon-adils-table-white__0737165_pe740925_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00514
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__0977483_pe813612_s5.jpg,Limited space doesn’t mean you have to say no to studying or working from home. This desk takes up little floor space yet still has a drawer unit where you can store papers and other important things.,desk,00515
KALLAX,C:\Users\admin\Downloads\app_30798308\kallax-desk-white__1327543_pe944490_s5.jpg,"Shallow desk with a timeless expression where the smart design under the table top hides your cables. Easy to personalise by adding door, boxes or inserts from the KALLAX series.",desk,00516
MICKE,C:\Users\admin\Downloads\app_30798308\micke-desk-white__0736576_pe740630_s5.jpg,"It may look small, but this desk actually has lots of storage. The shelves can be adjusted to fit different things and the cable outlet at the back keeps cables organised.",desk,00517
MALM,C:\Users\admin\Downloads\app_30798308\malm-desk-white__0735975_pe740309_s5.jpg,A clean design that’s just as beautiful on all sides – place it freestanding in the room or against a wall with cables neatly hidden inside. Use with other MALM products in the series for a unified look.,desk,00518
BRUSALI,C:\Users\admin\Downloads\app_30798308\brusali-desk-white__0783238_pe761521_s5.jpg,"You can fit a computer in the cabinet, since the shelves are adjustable.",desk,00519
TORALD,C:\Users\admin\Downloads\app_30798308\torald-desk-white__1055403_pe847976_s5.jpg,"Need a dedicated desk in a small area? Then TORALD desk is perfect! It takes up minimal space in the room while being a practical place for studying, drawing and doing various hobbies.",desk,00520
UTESPELARE,C:\Users\admin\Downloads\app_30798308\utespelare-gaming-desk-black__0985179_pe816538_s5.jpg,"Raise the large, sturdy UTESPELARE gaming desk to a height that optimally suits you. The metal mesh at the back of the table top allows air to circulate and cool your PC when the match heats up.",desk,00521
MITTZON,C:\Users\admin\Downloads\app_30798308\mittzon-desk-white__1206032_pe907353_s5.jpg,"Tactile design, clever features and possibility to set the right height during assembly – MITTZON height-selectable desk elevates your well-being and possibility to focus. Backed by a 10-year guarantee.",desk,00522
MICKE,C:\Users\admin\Downloads\app_30798308\micke-desk-white__0736020_pe740347_s5.jpg,A clean and simple look that fits just about anywhere.  You can combine it with other desks or drawer units in the MICKE series to extend your work space. The clever design at the back hides messy cables.,desk,00523
LAGKAPTEN / ADILS,C:\Users\admin\Downloads\app_30798308\lagkapten-adils-desk-white__0977229_pe813472_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00524
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__0976159_pe813052_s5.jpg,"A big desk with plenty of space for a computer, papers and other things you want close at hand or stored in the drawer units. If you want company, there is even room for an extra chair.",desk,00525
ALEX,C:\Users\admin\Downloads\app_30798308\alex-desk-white__0977658_pe813725_s5.jpg,"A clean look that’s easy to like, coupled with a clever design that keeps messy cables out of sight. The back is finished so you can place it in the middle of the room – all sides are just as beautiful.",desk,00526
MICKE,C:\Users\admin\Downloads\app_30798308\micke-corner-workstation-white__0734328_pe739442_s5.jpg,"Maximise the space at home with this corner workstation. Lots of easily accessible storage even though the desk is neat. Cable outlet, adjustable shelves and a magnetic board for notes are smart solutions.",desk,00527
MALM,C:\Users\admin\Downloads\app_30798308\malm-desk-with-pull-out-panel-white__0735980_pe740314_s5.jpg,A clean design that’s just as nice on all sides – place it freestanding in the room or against a wall with cables neatly hidden inside. Mount the extra pull-out work surface to the left or right side.,desk,00528
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__1213371_pe911118_s5.jpg,"This desk has a generous surface and practical storage for binders, paper pads and other things you want close at hand. The timeless, simple design blends in everywhere and with most styles.",desk,00529
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__1022428_pe832716_s5.jpg,Limited space doesn’t mean you have to say no to studying or working from home. This desk takes up little floor space yet still has a drawer unit where you can store papers and other important things.,desk,00530
KALLAX / LAGKAPTEN,C:\Users\admin\Downloads\app_30798308\kallax-lagkapten-desk-combination-white__1090539_pe862076_s5.jpg,Use INLÄGG fittings to attach a table top and legs to a KALLAX shelf unit. Or choose this ready-made combination with a simple desk and a lot of storage.,desk,00531
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-desk-white__1012705_pe828980_s5.jpg,Small desk that fits in every space – at your office or at home. The A shape of the legs is a smart design feature that allows you to use all the space under the desk for your office chair and storage.,desk,00532
ALEX,C:\Users\admin\Downloads\app_30798308\alex-drawer-unit-white__0977775_pe813763_s5.jpg,"A clean look that’s easy to like and mix with other styles, either supporting a desk or standing alone. The back is finished so you can place it in the middle of the room – all sides are just as beautiful.",desk,00533
LAGKAPTEN / ADILS,C:\Users\admin\Downloads\app_30798308\lagkapten-adils-desk-white__0976080_pe812978_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00534
LINNMON,C:\Users\admin\Downloads\app_30798308\linnmon-table-top-white__0734654_pe739562_s5.jpg,"Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",desk,00535
ALEX,C:\Users\admin\Downloads\app_30798308\alex-desk-grey-turquoise__0977665_pe813728_s5.jpg,"A clean look that’s easy to like, coupled with a clever design that keeps messy cables out of sight. The back is finished so you can place it in the middle of the room – all sides are just as beautiful.",desk,00536
LAGKAPTEN,C:\Users\admin\Downloads\app_30798308\lagkapten-table-top-white-stained-oak-effect__0977885_pe813907_s5.jpg,"Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",desk,00537
FREDDE,C:\Users\admin\Downloads\app_30798308\fredde-gaming-desk-black__0736008_pe740351_s5.jpg,How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own.,desk,00538
PÅHL,C:\Users\admin\Downloads\app_30798308\pahl-desk-top-shelf-white__0727235_pe735561_s5.jpg,"With this top shelf in white, PÅHL desk grows – in height. Simple to mount in place and gives you plenty of space for books, binders or things you like and want to show off.",desk,00539
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-desk-sit-stand-white__1020756_pe831984_s5.jpg,"Changing positions from sitting to standing is good for you, and the crank handle allows you to work your arms while adjusting the height.  Moving your body makes you both feel and work better.",desk,00540
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white__1209762_pe909425_s5.jpg,"This desk has a generous surface and practical storage for binders, paper pads and other things you want close at hand. The timeless, simple design blends in everywhere and with most styles.",desk,00541
TONSTAD,C:\Users\admin\Downloads\app_30798308\tonstad-desk-off-white__1329853_pe945283_s5.jpg,"This narrow white desk is great for hobbies, as a stylish vanity or a sleek hallway table.  Classic design meets a graceful finish in the TONSTAD series in off-white, giving the furniture a solid sense of quality.",desk,00542
PÅHL,C:\Users\admin\Downloads\app_30798308\pahl-desk-with-shelf-unit-white__1206606_pe907547_s5.jpg,"A desk to grow with. Adjustable at 3 different heights, with a spacious shelf unit and practical cable management trays for power strips, it can follow your child from early childhood to adolescence.",desk,00543
LOMMARP,C:\Users\admin\Downloads\app_30798308\lommarp-desk-dark-blue-green__0770954_pe755650_s5.jpg,"This storage series is inspired by traditional carpentry, combining style and functions for today's urban lifestyles. Use it wherever you need storage ― and mix with other furniture for a personal look.",desk,00544
PIPLÄRKA,C:\Users\admin\Downloads\app_30798308\piplaerka-desk-tiltable__1115620_pe872163_s5.jpg,"Five different heights and a work surface that can be tilted. This desk is just as practical for arts and crafts as for homework. You might say that it grows with the task, just like your child.",desk,00545
MITTZON,C:\Users\admin\Downloads\app_30798308\mittzon-desk-oak-veneer-white__1206049_pe907369_s5.jpg,"Tactile design, clever features and possibility to set the right height during assembly – MITTZON height-selectable desk elevates your well-being and possibility to focus. Backed by a 10-year guarantee.",desk,00546
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-desk-white__1012718_pe828989_s5.jpg,This sturdy desk is guaranteed to outlast years of coffee and hard work. The A shape of the legs is a smart design feature that allows you to use all the space under the desk for your office chair and storage.,desk,00547
PÅHL,C:\Users\admin\Downloads\app_30798308\pahl-desk-white__0735887_pe740242_s5.jpg,A small white desk that can follow your child from early childhood to adolescence. It’s adjustable at 3 different heights and has practical cable boxes for power strips for your electronic devices.,desk,00548
KALLAX / LOBERGET,C:\Users\admin\Downloads\app_30798308\kallax-loberget-desk-and-chair-white__1383003_pe962419_s5.jpg,none,desk,00549
MITTZON,C:\Users\admin\Downloads\app_30798308\mittzon-desk-oak-veneer-white__1209400_pe909189_s5.jpg,"Tactile design, clever features and possibility to set the right height during assembly – MITTZON height-selectable desk elevates your well-being and possibility to focus. Backed by a 10-year guarantee.",desk,00550
RELATERA,C:\Users\admin\Downloads\app_30798308\relatera-desk-white__1293268_pe935141_s5.jpg,This small desk is perfect if you want to create room for studies and hobbies in a limited space. On the included hook you can also hang a backpack or headphones on either short side.,desk,00551
ELLOVEN,C:\Users\admin\Downloads\app_30798308\elloven-monitor-stand-with-drawer-white__0955984_pe804426_s5.jpg,"Placing a monitor at the right height relieves strain on your back and shoulders. This monitor stand with storage supports productive working, studying and creating – and helps keep the desk neat and tidy.",desk,00552
RIDSPÖ,C:\Users\admin\Downloads\app_30798308\ridspoe-desk-oak__1188767_pe899574_s5.jpg,"RIDSPÖ desk has graceful, stylish lines as well as carefully thought-out functions. You can use the drawer with a glass top for notes, tracing – or to keep beautiful things on display!",desk,00553
TONSTAD,C:\Users\admin\Downloads\app_30798308\tonstad-desk-oak-veneer__1329848_pe945284_s5.jpg,"Classic design meets beautifully brushed veneer in the TONSTAD series – giving the furniture a unique character. You can use this small oak desk with a soft closing drawer for meals, studies or hobbies.",desk,00554
VITTSJÖ,C:\Users\admin\Downloads\app_30798308\vittsjoe-laptop-table-black-brown-glass__0736023_pe740350_s5.jpg,Adjustable feet make the table stand steady also on uneven floors.,desk,00555
FJÄLLBO,C:\Users\admin\Downloads\app_30798308\fjaellbo-desk-black__1342778_pe949117_s5.jpg,The metal adds an industrial feel and solid wood makes each piece of furniture unique. FJÄLLBO desk is suitable for those who want a practical hobby space with storage and like a robust and modern style.,desk,00556
SMÅSTAD,C:\Users\admin\Downloads\app_30798308\smastad-desk-white-white-with-2-drawers__0926165_pe789065_s5.jpg,"A stable desk where your child can work, draw, play and develop. The drawers are perfect for crayons and paper. If the family grows the desk can be transformed to a changing table.",desk,00557
TORALD / SMÄLLEN,C:\Users\admin\Downloads\app_30798308\torald-smaellen-desk-and-chair-white-black__1115579_pe872140_s5.jpg,none,desk,00558
MITTCIRKEL / ALEX,C:\Users\admin\Downloads\app_30798308\mittcirkel-alex-desk-lively-pine-effect-white__1206335_pe907469_s5.jpg,Creating a desk that suits you and your space is simple. Mix and match your choice of table top and legs – or choose this ready-made combination with a pine-like top.,desk,00559
LAGKAPTEN,C:\Users\admin\Downloads\app_30798308\lagkapten-table-top-white__0977795_pe813778_s5.jpg,"Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",desk,00560
VEBJÖRN,C:\Users\admin\Downloads\app_30798308\vebjoern-desk-beige__1174618_pe894559_s5.jpg,Unleash creative thoughts and projects at this desk in a traditional style. Generous storage on open shelves and in drawers with practical label slots – to stay organized and have everything close at hand.,desk,00561
MICKE/ÖRFJÄLL,C:\Users\admin\Downloads\app_30798308\micke-oerfjaell-desk-and-chair-white-light-green__1258411_pe926328_s5.jpg,none,desk,00562
KALLAX / LINNMON,C:\Users\admin\Downloads\app_30798308\kallax-linnmon-desk-combination-white__1090542_pe862079_s5.jpg,Use INLÄGG fittings to attach a table top and legs to a KALLAX shelf unit. Or choose this ready-made combination with a simple desk and a lot of storage.,desk,00563
RELATERA,C:\Users\admin\Downloads\app_30798308\relatera-desk-combination-sit-stand-white-light-grey-green__1299357_pe936545_s5.jpg,"A desk that grows with a child. With a shelf organiser for small items, a magnetic whiteboard, angled writing pad – and a crank handle to easily adjust the height and switch between sitting and standing.",desk,00564
LÄRANDE,C:\Users\admin\Downloads\app_30798308\laerande-desk-with-pull-out-storage-unit-white__1041737_pe841136_s5.jpg,"This sturdy desk with pull-out storage offers many smart functions, plenty of storage and, together with the SMÅSTAD, SLÄKT and ÖVNING series, creates a children’s room which is both fun and functional.",desk,00565
LAGKAPTEN,C:\Users\admin\Downloads\app_30798308\lagkapten-table-top-white__0977800_pe813782_s5.jpg,"Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",desk,00566
LAGKAPTEN / ALEX,C:\Users\admin\Downloads\app_30798308\lagkapten-alex-desk-white-stained-oak-effect-white__1209790_pe909438_s5.jpg,"This desk has a generous surface and practical storage for binders, paper pads and other things you want close at hand. The timeless, simple design blends in everywhere and with most styles.",desk,00567
RELATERA,C:\Users\admin\Downloads\app_30798308\relatera-desk-white__1293269_pe935142_s5.jpg,This desk with clean lines gives you plenty of space for both studies and hobbies. On the included hook you can also hang a backpack or headphones on either short side.,desk,00568
IDANÄS,C:\Users\admin\Downloads\app_30798308\idanaes-desk-white__1159443_pe888489_s5.jpg,The IDANÄS series combines timeless design with modern functionality. This comfy desk is great for working from home – and generous and flexible storage with cable management helps you stay organised.,desk,00569
